中文名,英文名,等级,等级内序号,海克斯名称
光辉女郎,Lux,白银,24,点亮他们！
光辉女郎,Lux,白银,25,终极不可阻挡
光辉女郎,Lux,白银,26,练腿日
光辉女郎,Lux,白银,27,逃跑计划
光辉女郎,Lux,白银,28,狂热者
光辉女郎,Lux,白银,29,注魔
光辉女郎,Lux,白银,30,纯粹主义者 - 术师
熔岩巨兽,Malphite,棱彩,1,尤里卡
熔岩巨兽,Malphite,棱彩,2,歌利亚巨人
熔岩巨兽,Malphite,棱彩,3,珠光护手
熔岩巨兽,Malphite,棱彩,4,无限循环往复
熔岩巨兽,Malphite,棱彩,5,慢炖
熔岩巨兽,Malphite,棱彩,6,终极刷新
熔岩巨兽,Malphite,棱彩,7,任务：沃格勒特的巫师帽
熔岩巨兽,Malphite,棱彩,8,巨人杀手
熔岩巨兽,Malphite,棱彩,9,质变：混沌
熔岩巨兽,Malphite,棱彩,10,残忍
熔岩巨兽,Malphite,棱彩,11,最终形态
熔岩巨兽,Malphite,棱彩,12,终极唤醒
熔岩巨兽,Malphite,棱彩,13,任务：艾卡西亚的陷落
熔岩巨兽,Malphite,棱彩,14,飞身踢
熔岩巨兽,Malphite,棱彩,15,你摸不到
熔岩巨兽,Malphite,棱彩,16,巨像的勇气
熔岩巨兽,Malphite,棱彩,17,全凭身法
熔岩巨兽,Malphite,棱彩,18,炼狱导管
熔岩巨兽,Malphite,棱彩,19,量子计算
熔岩巨兽,Malphite,棱彩,20,精怪魔法
熔岩巨兽,Malphite,棱彩,21,小丑学院
熔岩巨兽,Malphite,棱彩,22,砍伤
熔岩巨兽,Malphite,棱彩,23,玻璃大炮
熔岩巨兽,Malphite,棱彩,24,史上最大雪球
熔岩巨兽,Malphite,棱彩,25,舞会女王
熔岩巨兽,Malphite,棱彩,26,当心小蛋糕！
熔岩巨兽,Malphite,棱彩,27,虚空裂隙
熔岩巨兽,Malphite,黄金,1,星界躯体
熔岩巨兽,Malphite,黄金,2,裁决使
熔岩巨兽,Malphite,黄金,3,有始有终
熔岩巨兽,Malphite,黄金,4,坚韧
熔岩巨兽,Malphite,黄金,5,循环往复
熔岩巨兽,Malphite,黄金,6,穿针引线
熔岩巨兽,Malphite,黄金,7,神射法师
熔岩巨兽,Malphite,黄金,8,魔法飞弹
熔岩巨兽,Malphite,黄金,9,任务：钢化你心
熔岩巨兽,Malphite,黄金,10,杀戮时间到了
熔岩巨兽,Malphite,黄金,11,质变：棱彩阶
熔岩巨兽,Malphite,黄金,12,溢流
熔岩巨兽,Malphite,黄金,13,心灵净化
熔岩巨兽,Malphite,黄金,14,坦克引擎
熔岩巨兽,Malphite,黄金,15,缩小引擎
熔岩巨兽,Malphite,黄金,16,吞噬灵魂
熔岩巨兽,Malphite,黄金,17,超凡邪恶
熔岩巨兽,Malphite,黄金,18,红包
熔岩巨兽,Malphite,黄金,19,最终都市列车
熔岩巨兽,Malphite,黄金,20,尖端发明家
熔岩巨兽,Malphite,黄金,21,基石法师
熔岩巨兽,Malphite,黄金,22,古式佳酿
熔岩巨兽,Malphite,黄金,23,面包和黄油
熔岩巨兽,Malphite,黄金,24,不动如山
熔岩巨兽,Malphite,黄金,25,超强大脑
熔岩巨兽,Malphite,黄金,26,神圣干预
熔岩巨兽,Malphite,黄金,27,升级：雪球
熔岩巨兽,Malphite,黄金,28,雪球扭蛋机
熔岩巨兽,Malphite,黄金,29,弹球
熔岩巨兽,Malphite,黄金,30,捐赠
熔岩巨兽,Malphite,黄金,31,生机迸发
熔岩巨兽,Malphite,黄金,32,祖母的辣椒油
熔岩巨兽,Malphite,黄金,33,魄罗爆破手
熔岩巨兽,Malphite,黄金,34,咏叹奏鸣
熔岩巨兽,Malphite,黄金,35,黎明使者的坚决
熔岩巨兽,Malphite,黄金,36,回力OK镖
熔岩巨兽,Malphite,黄金,37,无休回复
熔岩巨兽,Malphite,黄金,38,闪现向前
熔岩巨兽,Malphite,黄金,39,会心治疗
熔岩巨兽,Malphite,黄金,40,作弊：我能回城！
熔岩巨兽,Malphite,黄金,41,夜狩
熔岩巨兽,Malphite,黄金,42,吸血习性
熔岩巨兽,Malphite,白银,1,巫师式思考
熔岩巨兽,Malphite,白银,2,自我毁灭
熔岩巨兽,Malphite,白银,3,扇巴掌
熔岩巨兽,Malphite,白银,4,物理转魔法
熔岩巨兽,Malphite,白银,5,帽上加帽
熔岩巨兽,Malphite,白银,6,俯冲轰炸
熔岩巨兽,Malphite,白银,7,侵蚀
熔岩巨兽,Malphite,白银,8,冰霜 幽灵
熔岩巨兽,Malphite,白银,9,冰寒
熔岩巨兽,Malphite,白银,10,由心及物
熔岩巨兽,Malphite,白银,11,山脉龙魂
熔岩巨兽,Malphite,白银,12,重量级打击手
熔岩巨兽,Malphite,白银,13,质变：黄金阶
熔岩巨兽,Malphite,白银,14,火狐
熔岩巨兽,Malphite,白银,15,升级：中娅
熔岩巨兽,Malphite,白银,16,升级：献祭
熔岩巨兽,Malphite,白银,17,速度恶魔
熔岩巨兽,Malphite,白银,18,负重爆气
熔岩巨兽,Malphite,白银,19,霸符兄弟
熔岩巨兽,Malphite,白银,20,恶趣味
熔岩巨兽,Malphite,白银,21,炼狱龙魂
熔岩巨兽,Malphite,白银,22,海洋龙魂
熔岩巨兽,Malphite,白银,23,折磨者
熔岩巨兽,Malphite,白银,24,家园卫士
熔岩巨兽,Malphite,白银,25,终极不可阻挡
熔岩巨兽,Malphite,白银,26,练腿日
熔岩巨兽,Malphite,白银,27,坚若磐石
熔岩巨兽,Malphite,白银,28,逃跑计划
熔岩巨兽,Malphite,白银,29,升级：荆棘之甲
熔岩巨兽,Malphite,白银,30,双生火焰
熔岩巨兽,Malphite,白银,31,海克斯科技龙魂
熔岩巨兽,Malphite,白银,32,狂热者
虚空先知,Malzahar,棱彩,1,尤里卡
虚空先知,Malzahar,棱彩,2,炼狱导管
虚空先知,Malzahar,棱彩,3,珠光护手
虚空先知,Malzahar,棱彩,4,任务：沃格勒特的巫师帽
虚空先知,Malzahar,棱彩,5,巨人杀手
虚空先知,Malzahar,棱彩,6,虚空裂隙
虚空先知,Malzahar,棱彩,7,物法皆修
虚空先知,Malzahar,棱彩,8,终极刷新
虚空先知,Malzahar,棱彩,9,质变：混沌
虚空先知,Malzahar,棱彩,10,玻璃大炮
虚空先知,Malzahar,棱彩,11,不祥契约
虚空先知,Malzahar,棱彩,12,无限循环往复
虚空先知,Malzahar,棱彩,13,当心小蛋糕！
虚空先知,Malzahar,棱彩,14,你摸不到
虚空先知,Malzahar,棱彩,15,全能龙魂
虚空先知,Malzahar,棱彩,16,连拨击锤
虚空先知,Malzahar,棱彩,17,史上最大雪球
虚空先知,Malzahar,棱彩,18,夺金
虚空先知,Malzahar,棱彩,19,终极唤醒
虚空先知,Malzahar,黄金,1,裁决使
虚空先知,Malzahar,黄金,2,有始有终
虚空先知,Malzahar,黄金,3,基石法师
虚空先知,Malzahar,黄金,4,穿针引线
虚空先知,Malzahar,黄金,5,易损
虚空先知,Malzahar,黄金,6,仆从大师
虚空先知,Malzahar,黄金,7,魔法飞弹
虚空先知,Malzahar,黄金,8,杀戮时间到了
虚空先知,Malzahar,黄金,9,质变：棱彩阶
虚空先知,Malzahar,黄金,10,溢流
虚空先知,Malzahar,黄金,11,心灵净化
虚空先知,Malzahar,黄金,12,吸血习性
虚空先知,Malzahar,黄金,13,暴击飞弹
虚空先知,Malzahar,黄金,14,缩小引擎
虚空先知,Malzahar,黄金,15,超凡邪恶
虚空先知,Malzahar,黄金,16,祖母的辣椒油
虚空先知,Malzahar,黄金,17,魄罗爆破手
虚空先知,Malzahar,黄金,18,虚幻武器
虚空先知,Malzahar,黄金,19,古式佳酿
虚空先知,Malzahar,黄金,20,循环往复
虚空先知,Malzahar,黄金,21,面包和黄油
虚空先知,Malzahar,黄金,22,神射法师
虚空先知,Malzahar,黄金,23,面包和奶酪
虚空先知,Malzahar,黄金,24,超强大脑
虚空先知,Malzahar,黄金,25,作弊：我能回城！
虚空先知,Malzahar,黄金,26,捐赠
虚空先知,Malzahar,黄金,27,红包
虚空先知,Malzahar,黄金,28,咏叹奏鸣
虚空先知,Malzahar,黄金,29,尖端发明家
虚空先知,Malzahar,黄金,30,火上浇油
虚空先知,Malzahar,黄金,31,关键暴击
虚空先知,Malzahar,黄金,32,回力OK镖
虚空先知,Malzahar,黄金,33,无休回复
虚空先知,Malzahar,黄金,34,炽烈黎明
虚空先知,Malzahar,黄金,35,急急小子
虚空先知,Malzahar,黄金,36,老练狙神
虚空先知,Malzahar,黄金,37,面包和果酱
虚空先知,Malzahar,黄金,38,神圣干预
虚空先知,Malzahar,黄金,39,升级：雪球
虚空先知,Malzahar,黄金,40,升级：狂妄
虚空先知,Malzahar,黄金,41,雪球扭蛋机
虚空先知,Malzahar,黄金,42,坦克引擎
虚空先知,Malzahar,黄金,43,弹球
虚空先知,Malzahar,黄金,44,最终都市列车
虚空先知,Malzahar,白银,1,冰寒
虚空先知,Malzahar,白银,2,巫师式思考
虚空先知,Malzahar,白银,3,物理转魔法
虚空先知,Malzahar,白银,4,火狐
虚空先知,Malzahar,白银,5,帽上加帽
虚空先知,Malzahar,白银,6,速度恶魔
虚空先知,Malzahar,白银,7,双生火焰
虚空先知,Malzahar,白银,8,负重爆气
虚空先知,Malzahar,白银,9,霸符兄弟
虚空先知,Malzahar,白银,10,侵蚀
虚空先知,Malzahar,白银,11,炼狱龙魂
虚空先知,Malzahar,白银,12,由心及物
虚空先知,Malzahar,白银,13,海洋龙魂
虚空先知,Malzahar,白银,14,家园卫士
虚空先知,Malzahar,白银,15,终极不可阻挡
虚空先知,Malzahar,白银,16,质变：黄金阶
虚空先知,Malzahar,白银,17,升级：中娅
虚空先知,Malzahar,白银,18,海克斯科技龙魂
虚空先知,Malzahar,白银,19,防护面纱
虚空先知,Malzahar,白银,20,点亮他们！
虚空先知,Malzahar,白银,21,台风
虚空先知,Malzahar,白银,22,渴血
虚空先知,Malzahar,白银,23,练腿日
虚空先知,Malzahar,白银,24,升级：收集者
虚空先知,Malzahar,白银,25,逃跑计划
虚空先知,Malzahar,白银,26,狂热者
虚空先知,Malzahar,白银,27,注魔
虚空先知,Malzahar,白银,28,纯粹主义者 - 术师
扭曲树精,Maokai,棱彩,1,死亡之环
扭曲树精,Maokai,棱彩,2,巨像的勇气
扭曲树精,Maokai,棱彩,3,歌利亚巨人
扭曲树精,Maokai,棱彩,4,慢炖
扭曲树精,Maokai,棱彩,5,残忍
扭曲树精,Maokai,棱彩,6,任务：艾卡西亚的陷落
扭曲树精,Maokai,棱彩,7,无限循环往复
扭曲树精,Maokai,棱彩,8,尤里卡
扭曲树精,Maokai,棱彩,9,炼狱导管
扭曲树精,Maokai,棱彩,10,量子计算
扭曲树精,Maokai,棱彩,11,质变：混沌
扭曲树精,Maokai,棱彩,12,蛋白粉奶昔
扭曲树精,Maokai,棱彩,13,舞会女王
扭曲树精,Maokai,棱彩,14,飞身踢
扭曲树精,Maokai,棱彩,15,珠光护手
扭曲树精,Maokai,棱彩,16,踢踏舞
扭曲树精,Maokai,棱彩,17,终极刷新
扭曲树精,Maokai,棱彩,18,风语者的祝福
扭曲树精,Maokai,棱彩,19,任务：沃格勒特的巫师帽
扭曲树精,Maokai,棱彩,20,巨人杀手
扭曲树精,Maokai,棱彩,21,砍伤
扭曲树精,Maokai,棱彩,22,史上最大雪球
扭曲树精,Maokai,棱彩,23,最终形态
扭曲树精,Maokai,棱彩,24,终极唤醒
扭曲树精,Maokai,棱彩,25,神圣雪球
扭曲树精,Maokai,棱彩,26,当心小蛋糕！
扭曲树精,Maokai,棱彩,27,虚空裂隙
扭曲树精,Maokai,棱彩,28,魄罗之王的弹跳
扭曲树精,Maokai,黄金,1,星界躯体
扭曲树精,Maokai,黄金,2,坚韧
扭曲树精,Maokai,黄金,3,古式佳酿
扭曲树精,Maokai,黄金,4,会心治疗
扭曲树精,Maokai,黄金,5,魔法飞弹
扭曲树精,Maokai,黄金,6,不动如山
扭曲树精,Maokai,黄金,7,任务：钢化你心
扭曲树精,Maokai,黄金,8,质变：棱彩阶
扭曲树精,Maokai,黄金,9,坦克引擎
扭曲树精,Maokai,黄金,10,缩小引擎
扭曲树精,Maokai,黄金,11,吞噬灵魂
扭曲树精,Maokai,黄金,12,超凡邪恶
扭曲树精,Maokai,黄金,13,祖母的辣椒油
扭曲树精,Maokai,黄金,14,咏叹奏鸣
扭曲树精,Maokai,黄金,15,尖端发明家
扭曲树精,Maokai,黄金,16,黎明使者的坚决
扭曲树精,Maokai,黄金,17,裁决使
扭曲树精,Maokai,黄金,18,有始有终
扭曲树精,Maokai,黄金,19,基石法师
扭曲树精,Maokai,黄金,20,回力OK镖
扭曲树精,Maokai,黄金,21,循环往复
扭曲树精,Maokai,黄金,22,无休回复
扭曲树精,Maokai,黄金,23,仆从大师
扭曲树精,Maokai,黄金,24,面包和果酱
扭曲树精,Maokai,黄金,25,面包和奶酪
扭曲树精,Maokai,黄金,26,杀戮时间到了
扭曲树精,Maokai,黄金,27,神圣干预
扭曲树精,Maokai,黄金,28,溢流
扭曲树精,Maokai,黄金,29,升级：雪球
扭曲树精,Maokai,黄金,30,雪球扭蛋机
扭曲树精,Maokai,黄金,31,心灵净化
扭曲树精,Maokai,黄金,32,弹球
扭曲树精,Maokai,黄金,33,捐赠
扭曲树精,Maokai,黄金,34,红包
扭曲树精,Maokai,黄金,35,最终都市列车
扭曲树精,Maokai,黄金,36,生机迸发
扭曲树精,Maokai,黄金,37,魄罗爆破手
扭曲树精,Maokai,黄金,38,魔鬼之舞
扭曲树精,Maokai,黄金,39,虚幻武器
扭曲树精,Maokai,黄金,40,狂徒豪气
扭曲树精,Maokai,黄金,41,穿针引线
扭曲树精,Maokai,黄金,42,易损
扭曲树精,Maokai,黄金,43,面包和黄油
扭曲树精,Maokai,黄金,44,神射法师
扭曲树精,Maokai,黄金,45,超强大脑
扭曲树精,Maokai,黄金,46,圣火
扭曲树精,Maokai,黄金,47,作弊：我能回城！
扭曲树精,Maokai,黄金,48,吸血习性
扭曲树精,Maokai,白银,1,冰霜 幽灵
扭曲树精,Maokai,白银,2,恶趣味
扭曲树精,Maokai,白银,3,折磨者
扭曲树精,Maokai,白银,4,自我毁灭
扭曲树精,Maokai,白银,5,扇巴掌
扭曲树精,Maokai,白银,6,重量级打击手
扭曲树精,Maokai,白银,7,升级：献祭
扭曲树精,Maokai,白银,8,坚若磐石
扭曲树精,Maokai,白银,9,俯冲轰炸
扭曲树精,Maokai,白银,10,侵蚀
扭曲树精,Maokai,白银,11,急救用具
扭曲树精,Maokai,白银,12,冰寒
扭曲树精,Maokai,白银,13,由心及物
扭曲树精,Maokai,白银,14,山脉龙魂
扭曲树精,Maokai,白银,15,海洋龙魂
扭曲树精,Maokai,白银,16,巫师式思考
扭曲树精,Maokai,白银,17,质变：黄金阶
扭曲树精,Maokai,白银,18,火狐
扭曲树精,Maokai,白银,19,升级：荆棘之甲
扭曲树精,Maokai,白银,20,负重爆气
扭曲树精,Maokai,白银,21,霸符兄弟
扭曲树精,Maokai,白银,22,物理转魔法
扭曲树精,Maokai,白银,23,练腿日
扭曲树精,Maokai,白银,24,快中求稳
扭曲树精,Maokai,白银,25,逃跑计划
扭曲树精,Maokai,白银,26,帽上加帽
扭曲树精,Maokai,白银,27,速度恶魔
扭曲树精,Maokai,白银,28,双生火焰
无极剑圣,MasterYi,棱彩,1,全凭身法
无极剑圣,MasterYi,棱彩,2,秘术冲拳
无极剑圣,MasterYi,棱彩,3,战争交响乐
无极剑圣,MasterYi,棱彩,4,踢踏舞
无极剑圣,MasterYi,棱彩,5,最万用的瞄准镜
无极剑圣,MasterYi,棱彩,6,巨人杀手
无极剑圣,MasterYi,棱彩,7,双刀流
无极剑圣,MasterYi,棱彩,8,最终形态
无极剑圣,MasterYi,棱彩,9,利刃华尔兹
无极剑圣,MasterYi,棱彩,10,物法皆修
无极剑圣,MasterYi,棱彩,11,连拨击锤
无极剑圣,MasterYi,棱彩,12,质变：混沌
无极剑圣,MasterYi,棱彩,13,小丑学院
无极剑圣,MasterYi,棱彩,14,砍伤
无极剑圣,MasterYi,棱彩,15,无限循环往复
无极剑圣,MasterYi,棱彩,16,地狱三头犬
无极剑圣,MasterYi,棱彩,17,你摸不到
无极剑圣,MasterYi,棱彩,18,大地苏醒
无极剑圣,MasterYi,棱彩,19,歌利亚巨人
无极剑圣,MasterYi,棱彩,20,终极唤醒
无极剑圣,MasterYi,棱彩,21,舞会女王
无极剑圣,MasterYi,棱彩,22,扳机炼狱
无极剑圣,MasterYi,棱彩,23,飞身踢
无极剑圣,MasterYi,黄金,1,裁决使
无极剑圣,MasterYi,黄金,2,火上浇油
无极剑圣,MasterYi,黄金,3,闪电打击
无极剑圣,MasterYi,黄金,4,更万用的瞄准镜
无极剑圣,MasterYi,黄金,5,穿针引线
无极剑圣,MasterYi,黄金,6,面包和黄油
无极剑圣,MasterYi,黄金,7,接二连三
无极剑圣,MasterYi,黄金,8,质变：棱彩阶
无极剑圣,MasterYi,黄金,9,罪恶快感
无极剑圣,MasterYi,黄金,10,夜狩
无极剑圣,MasterYi,黄金,11,升级：无尽之刃
无极剑圣,MasterYi,黄金,12,升级：狂妄
无极剑圣,MasterYi,黄金,13,吸血习性
无极剑圣,MasterYi,黄金,14,缩小引擎
无极剑圣,MasterYi,黄金,15,双发快射
无极剑圣,MasterYi,黄金,16,魔鬼之舞
无极剑圣,MasterYi,黄金,17,虚幻武器
无极剑圣,MasterYi,黄金,18,关键暴击
无极剑圣,MasterYi,黄金,19,狂徒豪气
无极剑圣,MasterYi,黄金,20,循环往复
无极剑圣,MasterYi,黄金,21,缩小射线
无极剑圣,MasterYi,黄金,22,灵魂虹吸
无极剑圣,MasterYi,黄金,23,会心治疗
无极剑圣,MasterYi,黄金,24,杀戮时间到了
无极剑圣,MasterYi,黄金,25,心灵净化
无极剑圣,MasterYi,黄金,26,捐赠
无极剑圣,MasterYi,黄金,27,红包
无极剑圣,MasterYi,黄金,28,最终都市列车
无极剑圣,MasterYi,黄金,29,升级：耀光
无极剑圣,MasterYi,黄金,30,有始有终
无极剑圣,MasterYi,黄金,31,古式佳酿
无极剑圣,MasterYi,黄金,32,易损
无极剑圣,MasterYi,黄金,33,神射法师
无极剑圣,MasterYi,黄金,34,魔法飞弹
无极剑圣,MasterYi,黄金,35,任务：钢化你心
无极剑圣,MasterYi,黄金,36,一板一眼
无极剑圣,MasterYi,黄金,37,神圣干预
无极剑圣,MasterYi,黄金,38,作弊：我能回城！
无极剑圣,MasterYi,黄金,39,升级：雪球
无极剑圣,MasterYi,黄金,40,雪球扭蛋机
无极剑圣,MasterYi,黄金,41,坦克引擎
无极剑圣,MasterYi,黄金,42,弹球
无极剑圣,MasterYi,黄金,43,超凡邪恶
无极剑圣,MasterYi,黄金,44,生机迸发
无极剑圣,MasterYi,黄金,45,咏叹奏鸣
无极剑圣,MasterYi,白银,1,灵巧
无极剑圣,MasterYi,白银,2,点亮他们！
无极剑圣,MasterYi,白银,3,暗影疾奔
无极剑圣,MasterYi,白银,4,台风
无极剑圣,MasterYi,白银,5,渴血
无极剑圣,MasterYi,白银,6,万用瞄准镜
无极剑圣,MasterYi,白银,7,升级：收集者
无极剑圣,MasterYi,白银,8,狂热者
无极剑圣,MasterYi,白银,9,大力
无极剑圣,MasterYi,白银,10,炼狱龙魂
无极剑圣,MasterYi,白银,11,残暴之力
无极剑圣,MasterYi,白银,12,终极不可阻挡
无极剑圣,MasterYi,白银,13,魔法转物理
无极剑圣,MasterYi,白银,14,质变：黄金阶
无极剑圣,MasterYi,白银,15,快中求稳
无极剑圣,MasterYi,白银,16,速度恶魔
无极剑圣,MasterYi,白银,17,负重爆气
无极剑圣,MasterYi,白银,18,杀意翻涌
无极剑圣,MasterYi,白银,19,俯冲轰炸
无极剑圣,MasterYi,白银,20,唯快不破
无极剑圣,MasterYi,白银,21,会心防御
无极剑圣,MasterYi,白银,22,自我毁灭
无极剑圣,MasterYi,白银,23,练腿日
无极剑圣,MasterYi,白银,24,刃下生风
无极剑圣,MasterYi,白银,25,逃跑计划
无极剑圣,MasterYi,白银,26,双生火焰
无极剑圣,MasterYi,白银,27,由暴生急
流光镜影,Mel,棱彩,1,尤里卡
流光镜影,Mel,棱彩,2,炼狱导管
流光镜影,Mel,棱彩,3,珠光护手
流光镜影,Mel,棱彩,4,任务：沃格勒特的巫师帽
流光镜影,Mel,棱彩,5,巨人杀手
流光镜影,Mel,棱彩,6,无限循环往复
流光镜影,Mel,棱彩,7,精准奇才
流光镜影,Mel,棱彩,8,质变：混沌
流光镜影,Mel,棱彩,9,残忍
流光镜影,Mel,棱彩,10,虚空裂隙
流光镜影,Mel,棱彩,11,全能龙魂
流光镜影,Mel,棱彩,12,踢踏舞
流光镜影,Mel,棱彩,13,终极刷新
流光镜影,Mel,棱彩,14,任务：海牛阿福的勇士
流光镜影,Mel,棱彩,15,玻璃大炮
流光镜影,Mel,棱彩,16,史上最大雪球
流光镜影,Mel,棱彩,17,不祥契约
流光镜影,Mel,棱彩,18,夺金
流光镜影,Mel,棱彩,19,终极唤醒
流光镜影,Mel,棱彩,20,当心小蛋糕！
流光镜影,Mel,棱彩,21,飞身踢
流光镜影,Mel,黄金,1,裁决使
流光镜影,Mel,黄金,2,有始有终
流光镜影,Mel,黄金,3,基石法师
流光镜影,Mel,黄金,4,穿针引线
流光镜影,Mel,黄金,5,老练狙神
流光镜影,Mel,黄金,6,魔法飞弹
流光镜影,Mel,黄金,7,杀戮时间到了
流光镜影,Mel,黄金,8,质变：棱彩阶
流光镜影,Mel,黄金,9,溢流
流光镜影,Mel,黄金,10,暴击飞弹
流光镜影,Mel,黄金,11,缩小引擎
流光镜影,Mel,黄金,12,超凡邪恶
流光镜影,Mel,黄金,13,祖母的辣椒油
流光镜影,Mel,黄金,14,魄罗爆破手
流光镜影,Mel,黄金,15,回力OK镖
流光镜影,Mel,黄金,16,古式佳酿
流光镜影,Mel,黄金,17,循环往复
流光镜影,Mel,黄金,18,易损
流光镜影,Mel,黄金,19,面包和黄油
流光镜影,Mel,黄金,20,神射法师
流光镜影,Mel,黄金,21,面包和果酱
流光镜影,Mel,黄金,22,面包和奶酪
流光镜影,Mel,黄金,23,超强大脑
流光镜影,Mel,黄金,24,作弊：我能回城！
流光镜影,Mel,黄金,25,心灵净化
流光镜影,Mel,黄金,26,吸血习性
流光镜影,Mel,黄金,27,吞噬灵魂
流光镜影,Mel,黄金,28,捐赠
流光镜影,Mel,黄金,29,红包
流光镜影,Mel,黄金,30,咏叹奏鸣
流光镜影,Mel,黄金,31,尖端发明家
流光镜影,Mel,黄金,32,虚幻武器
流光镜影,Mel,黄金,33,火上浇油
流光镜影,Mel,黄金,34,关键暴击
流光镜影,Mel,黄金,35,无休回复
流光镜影,Mel,黄金,36,炽烈黎明
流光镜影,Mel,黄金,37,灵魂虹吸
流光镜影,Mel,黄金,38,急急小子
流光镜影,Mel,黄金,39,神圣干预
流光镜影,Mel,黄金,40,升级：雪球
流光镜影,Mel,黄金,41,雪球扭蛋机
流光镜影,Mel,黄金,42,坦克引擎
流光镜影,Mel,黄金,43,弹球
流光镜影,Mel,黄金,44,最终都市列车
流光镜影,Mel,白银,1,巫师式思考
流光镜影,Mel,白银,2,扇巴掌
流光镜影,Mel,白银,3,物理转魔法
流光镜影,Mel,白银,4,火狐
流光镜影,Mel,白银,5,帽上加帽
流光镜影,Mel,白银,6,速度恶魔
流光镜影,Mel,白银,7,双生火焰
流光镜影,Mel,白银,8,负重爆气
流光镜影,Mel,白银,9,霸符兄弟
流光镜影,Mel,白银,10,冰寒
流光镜影,Mel,白银,11,炼狱龙魂
流光镜影,Mel,白银,12,点亮他们！
流光镜影,Mel,白银,13,由心及物
流光镜影,Mel,白银,14,海洋龙魂
流光镜影,Mel,白银,15,家园卫士
流光镜影,Mel,白银,16,质变：黄金阶
流光镜影,Mel,白银,17,升级：中娅
流光镜影,Mel,白银,18,海克斯科技龙魂
流光镜影,Mel,白银,19,侵蚀
流光镜影,Mel,白银,20,防护面纱
流光镜影,Mel,白银,21,折磨者
流光镜影,Mel,白银,22,渴血
流光镜影,Mel,白银,23,练腿日
流光镜影,Mel,白银,24,坚若磐石
流光镜影,Mel,白银,25,逃跑计划
流光镜影,Mel,白银,26,狂热者
流光镜影,Mel,白银,27,注魔
流光镜影,Mel,白银,28,纯粹主义者 - 术师
明烛,Milio,棱彩,1,死亡之环
明烛,Milio,棱彩,2,尤里卡
明烛,Milio,棱彩,3,风语者的祝福
明烛,Milio,棱彩,4,至高天诺言
明烛,Milio,棱彩,5,激光治疗
明烛,Milio,棱彩,6,升级：米凯尔的祝福
明烛,Milio,棱彩,7,小猫咪找妈妈
明烛,Milio,棱彩,8,信念者的强化
明烛,Milio,棱彩,9,感受燃烧
明烛,Milio,棱彩,10,炼狱导管
明烛,Milio,棱彩,11,珠光护手
明烛,Milio,棱彩,12,任务：沃格勒特的巫师帽
明烛,Milio,棱彩,13,巨人杀手
明烛,Milio,棱彩,14,质变：混沌
明烛,Milio,棱彩,15,残忍
明烛,Milio,棱彩,16,蛋白粉奶昔
明烛,Milio,棱彩,17,无限循环往复
明烛,Milio,棱彩,18,史上最大雪球
明烛,Milio,棱彩,19,升级：花晓之剑
明烛,Milio,棱彩,20,？？？
明烛,Milio,棱彩,21,当心小蛋糕！
明烛,Milio,棱彩,22,虚空裂隙
明烛,Milio,黄金,1,基石法师
明烛,Milio,黄金,2,循环往复
明烛,Milio,黄金,3,面包和黄油
明烛,Milio,黄金,4,会心治疗
明烛,Milio,黄金,5,魔法飞弹
明烛,Milio,黄金,6,全心为你
明烛,Milio,黄金,7,圣火
明烛,Milio,黄金,8,质变：棱彩阶
明烛,Milio,黄金,9,溢流
明烛,Milio,黄金,10,缩小引擎
明烛,Milio,黄金,11,超凡邪恶
明烛,Milio,黄金,12,祖母的辣椒油
明烛,Milio,黄金,13,魄罗爆破手
明烛,Milio,黄金,14,咏叹奏鸣
明烛,Milio,黄金,15,尖端发明家
明烛,Milio,黄金,16,星界躯体
明烛,Milio,黄金,17,裁决使
明烛,Milio,黄金,18,有始有终
明烛,Milio,黄金,19,回力OK镖
明烛,Milio,黄金,20,坚韧
明烛,Milio,黄金,21,古式佳酿
明烛,Milio,黄金,22,穿针引线
明烛,Milio,黄金,23,老练狙神
明烛,Milio,黄金,24,神射法师
明烛,Milio,黄金,25,不动如山
明烛,Milio,黄金,26,面包和果酱
明烛,Milio,黄金,27,面包和奶酪
明烛,Milio,黄金,28,超强大脑
明烛,Milio,黄金,29,神圣干预
明烛,Milio,黄金,30,作弊：我能回城！
明烛,Milio,黄金,31,心灵净化
明烛,Milio,黄金,32,暴击飞弹
明烛,Milio,黄金,33,吞噬灵魂
明烛,Milio,黄金,34,捐赠
明烛,Milio,黄金,35,红包
明烛,Milio,黄金,36,关键暴击
明烛,Milio,黄金,37,无休回复
明烛,Milio,黄金,38,炽烈黎明
明烛,Milio,黄金,39,易损
明烛,Milio,黄金,40,急急小子
明烛,Milio,黄金,41,升级：雪球
明烛,Milio,黄金,42,雪球扭蛋机
明烛,Milio,黄金,43,坦克引擎
明烛,Milio,黄金,44,弹球
明烛,Milio,黄金,45,最终都市列车
明烛,Milio,黄金,46,生机迸发
明烛,Milio,白银,1,急救用具
明烛,Milio,白银,2,天音爆
明烛,Milio,白银,3,巫师式思考
明烛,Milio,白银,4,扇巴掌
明烛,Milio,白银,5,火狐
明烛,Milio,白银,6,负重爆气
明烛,Milio,白银,7,冰寒
明烛,Milio,白银,8,由心及物
明烛,Milio,白银,9,海洋龙魂
明烛,Milio,白银,10,物理转魔法
明烛,Milio,白银,11,质变：黄金阶
